issue,y,y_pred,result
"Hi, I'm trying to automate multi-factor authentication for the login feature but can't find the proper solution. What can I do to make this work?",0,0,1
"Anyone on? Just wondering what the correct syntax is for putScalar 2 d matrix setup with Nd4j.zeros(10,3) so should be 3 columns with 10 rows. Just want to set a specific value at a specific point for instance row 1 col 2 using matrix.putScalar(new int[]{1,2},data); is throwing an exception SEVERE: Index [0] must not be >= shape[d].",0,0,1
"I would like to crawl an Ethereum network completely, is there any way?",0,0,1
"hello, i issued a contract throw the Ethereum wallet for windows but i cant Verify And Publish becouse the wallet dont give a compiler, what i should do?",1,1,1
Is there any workaround for controlling network for iOS? I'm trying to switch off all internet connections(both wifi and data) at some point of the script execution On android is quite easy since there are methods in the driver itself But when I checked the documentation for iOS it says that those methods are not supported for iOS,0,0,1
"Hello Guys, I was implemented on web component in angular elements with shadow dom(encapsulation: ViewEncapsulation.ShadowDom). basically Shadow DOM is not working. And root Css is applying in shadow dom,",0,0,1
"Has anyone run into ""Error response from daemon: missing signature key"" when trying to do a docker pull from a private registry?",0,0,1
"Anybody have a good example of TSX/React? Having hell clearing my terminal of [at-loader] errors. -_- I was receivingcannot find module ""...""on everything, but I switched from import ... from ...to require() and those are gone. Right now I am working to clear these out: It was mostly on.sassfiles, as I am using CSSModules. Theprops: anything is just my latest tinker to try to get this to resolve. <{ any }, {}><any, {}>Neither of these fix the warning, but don't break my app either. No sir.",0,0,1
"Hi all, I have some issue to build with snapshots and sbt: here is my Build.scala I get the following exception: can you help me with this? agibsonccc: i run it again an had the same issue, it's on aws and the network is working fine",1,1,1
"Hi, guys. Tell me how to use appium on ios to find the shadow element. This issue says that in version 1.16 this was fixed by , but it doesn't work for me. Can you confirm that this problem is really resolved? I use java",0,0,1
"Hi, beginner here (hope this is not the wrong place to ask). I'm trying to track state in a simple object literal: Thank you! I'm not that used to having to declare the types first it.",0,0,1
"hi, is there a way to block a specific container from sending smtp?",0,0,1
"Anyone know how to fix disk space of a container? And, can we change the FS size when a container is already does ? Thx !",0,0,1
"can i do get request to external url using express like we do using request? var url = â€œhttps:someurl.json""request({ url: url, json: true}, function (error, response, body) { getting this trying to access with ejs i keep getting .forEach is not a function when i try to access JSON with ejs this is the json i need to access",0,0,1
"hi, everyone i need help, i deployed my yelcamp to heroku successfully but i can't send mail from the contact form. i have check everything is same, the contact page is working fine in the development before i deployed it even after that it is still working i can send mail from the development (cloud9) but i can't send from the same contact page in production environment. it is frustrating because this my first time",1,1,1
"Hello, Everyone! I have 2 GPUs. To use both of them I put as the first line of my code but I get the following run-time error. I can run the program on a single GPU by commenting that line, though. oh, yes it is 0.7.2. I should rather use 0.8.0 and then it is should be OK, right? OK, will try with the new version",0,0,1
"Question regarding third-party permissions with GitHub and Gitter. If I transition an organization from ""no restrictions"" to ""restricting 3rd party access"", will there be any unforeseen issues or outages? Is it as simple as approving Gitter once again? I've referred to but it only addresses the initial setup of Gitter community, not transitioning OAuth permissions.",0,0,1
"Does anyone know of a real-world, complex, open-source NodeJS REST APIs?",0,0,1
"raver119: nHeight=100, nWidth=100, nChannels=3, batchsize=10. I have a question about cudnn. Does cudnn7 works for dl4j? dl4j site said ""only cudnn6 supported"". However, I could not find cudnn6.0 at the nvidia site. (I downloaded ""cudnn-8.0-windows7-x64-v7.zip"" and copied three files to the three directories in ""C:\\Program Files\\NVIDIA GPU Computing Toolkit\\CUDA\\v8.0.""). raver119: I installed the right version now. However, I had the similar error. Do I have to add the cudnn library using ""Project Structure/Modules/Depencences""?",0,1,0
"Hi, can someone help me import audio files to my react component? I am using webpack",0,0,1
"Hello, there. I'm facing the following error while trying to navigate to sub-child routes: Refused to apply style from [link] because its MIME type ('text/html') is not a supported stylesheet MIME type, and strict MIME checking is enabled The styles don't apply to the sub-child components. Looking forward to your help.",0,0,1
"Can't register custom token in Parity Wallet - it says: ""The address is not a regular token contract address"" - but the adress is perfectly valid of ERC20 token - any idea what's wrong?",1,1,1
"Hi all, when i run the command uiautomator i get the following errorException in thread ""main"" java.lang.UnsatisfiedLinkError: Could not load SWT library",1,1,1
"Hi all, I am testing my app in NodeJS and I cant get a simple method to run by using the this-keyword... I am importing these methods by using require. somehow when I run ownfuncs.testFunc I dont get an error, but when I run ownfuncs.checkQueries() I do. lol so I see@fjeddyit kinda messes with my head Im a PHP developer",1,0,0
"Hi, I've been trying to set my notification settings to mentions and announcements, but I'm still getting email notifications when somebody simply sends a message in a room that I'm in Is this a known issue?",0,0,1
"Can anyone help with my memory leak issue? Using keras/theano inside of a celery service, inside docker.",1,1,1
when click the data it should be added in another component in text field as a value. components are no relations. How to solve this issue please help me. here is my code and details [link],0,0,1
Having an issue with Angular where it is not updating the form validation properly after changing a value to an empty string or null. I use updateValueAndValidity but it still shows the control and form is valid. Any thoughts? formcontrol value has been tested with an empty string and null and both still show as valid.,1,1,1
"Hey Angular Developers, do you have came across any non-trivial change detection scenario that you may want to share? I just want to collect some non trivial change detection use-cases to see what other pips is doing with it In case If you have anything to share on the topic here is the thread to comment <unconvertable>.",0,0,1
"I have a service that subscribes to an observable. The service is providedBy: 'root'. It should takeUntil service is deystroyed. I get this pattern, but does it make any difference since the singleton is being destroyed, ie. the app is closed?",0,0,1
"hi! Maybe someone had such a problem that sendKey doesn't workfor some Android text fields, I can't enter text even usingadb shell input text ""hello"". No error log. I can enter text only using keyboard(tapping using x and y). I have this problem only on some fields. Any ideas? aniket-21: What do you think about my issue?",1,1,1
[code] why the title is not showing?,1,1,1
"hello guys, haw I can streaming video from my webcam with nodejs",0,1,0
"Hi guys. I desperately need help with project that has nested subprojects with package.json of their own if I change any dependency I getENOENT: no such file or directory, renameerrors even after removing package-lock.json and node_modules here is the issue with all the deatils and travis run with the error any help would very appreciated",0,0,1
"I have a Node.js api that is working when i am sending less request. When i increase requests, I start to get Received HTTP error 504 trying to fetch link. I need help to : ? any one",0,0,1
how can I connect to Kovan with geth?,0,0,1
"can someone help me with node.js error. on building npm run serve ERROR Failed to compile with 1 error in Module parse failed: Unexpected token (2413:45) You may need an appropriate loader to handle this file type, currently no loaders are configured to process this file.",0,0,1
"Hey there. I wanted to know what's the best way to implement a ""webhook"" style of API call globally in my app. Scenario: I want to create a function that will call an API every 1 minute and mark a Subject as true based on required response. Think isVerified for a global sticky header. I was thinking of implementing it in my global service but global service will be instantiated on every import, that's not something I would want. There's probably a smart way to do this, but I am quite new to Angular so cannot think of an implementation.",0,0,1
"quick question guys, I'm doing freecode camp node.js right now and I don't understand why my npm version isn't updating it keeps giving me errors that my git working directory isnt clean(which i cleaned using git clean -d -x -f) and that A ERROR package.json",1,1,1
"Wondering... I stored 480k files in S3 and found a $5 storage fee, while it's only about $1.5/month to actually store it. Is there any way to bulk-store files in S3 to trigger fewer PUT charges? DjRakso: I see this referenced often: it has authentication, but I can't find the cool system information stuff I've seen.",0,0,1
"Hi,i am trying to start appium server programaticallybut i get an error saying... connection is refusedcould some one please help me out with this this is the error i get org.openqa.selenium.WebDriverException: Connection refused: connect",0,0,1
"is there any way to extend a singleton class but if a extend it , is will get error in multi layer extend it rightbut this is wrong",0,0,1
hey my npm install freezes I can't install anything even i re-installed node and npm,1,1,1
"That makes sense I would like it to return something like a ""JSONObject"" with methods so I can extract data, therefore forcing me to deserialize the string into my own types. Maybe there is a library that does something like that? Do you know any? BTW thank you for the reply :D",0,0,1
Hii am trying to start cassandra container and i am having a conf. file on my host system and i have to supply it to the container so that cassandra takes that conf. file.one way is that i mount a volume replace the file inside container and commit the change to container.is there any other way i can do it so that i can override the inside container conf. files,0,0,1
I have a rust interpreter running on the shell. How do I connect to it to pass the code and also read the output from it?,0,0,1
hello can someone help me create a token for my idea? I'am having some issues I keep getting this error in the tx id's idk if the tokens were created or not lol,0,1,0
What is best node module to work for i18n support.?,1,1,1
"Hi. Can anyone suggest me a light solution for a local docker environment? I have a coupe of containers managed by docker-compose. I use fixed exposed ports to access different services , but I would like some virtualhosts defined, so I don't have to access . I tried with reverse proxy, but I cannot make it work. Any idea? thisisthekap: I tried jwilder/nginx-proxy but the network configuration used with compose v2 syntax is not working. Switching to v1 is not an option..",0,0,1
how do you uninstall this app? I only want to use it when I'm on my browser,0,0,1
"why router.events,subscribe fires multiple times. i cant get only one say NavigationEnd its. I'm sending params through router state, and after navigating i want to execute search only once with params from state how to do this??",0,0,1
Does anybody knows why my nginx container is settings some Syntax error with some invisible chars into my js?,1,1,1
"How can i start testing app using appium via ruby. i've installed appium ,eclipse,selenium webdriver. Can u provide me a link that i can look upto. ? i'm using windows",0,0,1
Hi all I have problem with accessing intranet from container. But have no problems accessing extranet from container. In host machine I can access intranet successfully. Any ideas how to debug & fix this? Any cmd to check this?,0,0,1
"Hi!I need help with some advanced types. It's a short helper for reducing boilerplate in redux, but I loose type-safety. I've made a short playground and I'm so close to make it work but am now stuck. It's basically just a map over an object, creating functions that know the key they are at, plus type-safe extra parameters.(The idea is from )",0,0,1
"Hi Guys, I am unable to run appium in mac system can we automate appium with ipa file? I have installed appium, when I try to launch inspector I am getting this error : Could Not Launch Appium Inspector can we automate ipa file with appium? RatkoD: I have installed appium, when I try to launch inspector I am getting this error : ""Could Not Launch Appium Inspector"" any idea about this? appium version 1.5.3 and in Device dropdown it's not showing any connected real device..",0,0,1
"Hello have gotten some issue again, I lost my keystore file, and my private key . All I have it my 24 words seed . Pls can I still log in on my ETH wallet ?",0,1,0
hey does anyone have a synced blockchain and can tell me how much ether I have on my address?,1,0,0
i am trying to fetch geolocation using google api but some error is coming regarding api key here is the link i am using this in a node app@rjoydip,0,0,1
anyone can look in to this one ? easysushant_twitter: got if finished so it was switched back tonumber=xxxxx now it is slowly continued to update new numbers like 1 or 2 per minutebasically now when gets updated my thing is get that number as well in sync,1,1,1
"Question: a docker container and its host share the kernel. So what if my host has a certain kernel version, and I want to run a socket image based on a newer kernel? How would that work? /s/socket/docker",0,0,1
Anyone familiar with writing nan wrappers for c++ code to be used in node? Could someone help me with that code? in correcting it,1,0,0
"Hello -- just started a community for a project. So far, so good. Trying to create some rooms inside of it. Mostly works. But then I try to create a room with the name ""topics"" and it says ""Validation error"". Any ideas what the problem might be? MadLittleMods: That applies to all communities?",0,0,1
Is there any example code for training ParagraphVectors with spark. I am not able to find any example code for ParagraphVectors with spark. is it yet to be developed,0,0,1
How can i prevent new socket.io connection on page reload. On page refresh i am connected with new socket id and not able to fetch previous socket data.,0,0,1
"Hi, if I want to build ""nd4j-native-0.7.3-SNAPSHOT-android-arm.jar"", I could only build it in Linux environment, but not in the windows environment? the same for ""nd4j-native-0.7.3-SNAPSHOT-macosx-x86_64.jar""? agibsonccc: I see how to use classifier. Then if I use maven in the window platform, I could only get the ""windows-x86_64""? and could not get the ""macosx-x86_64""? Right?",0,0,1
"Hi guys. I cloned Animal classification convolution network and i want to make a simple app ""file -> prediction"" without DataSetIterator and InputSplit and so on (with pre-trained model ofc). What I found is NativeImageLoader and i can simply get INDArray and call network.predict () with it but I'll get number of class. Should i save map ""labelNumber -> labelName"" by myself or there another approach for it? Please forgive me my English and noob question.",0,0,1
"I am (still) trying to troubleshoot my unexpected memory consumption from yesterday. I noticed in VisualVM that the Heap is 5G, my used heap is 2.6G but the RAM memory in my machine is already 9.7G! As far as I know I am not using workspace for training but I am using SEPARATE for evaluation ([training: NONE; inference: SEPARATE]). Is this normal? No I did not skip it. I did not get it though. From the example you indicated I could not find out how to invoke it in my code. So it 's a JVM argument?",0,0,1
"Hi, I'm trying to transalate a caffe network in DL4J.. I have some problems tieh DL4J version, so I\'m trying to use UI.. however my UI is always blanck, no data is shown during training and JVM data shows ""loading"" sorry.. using two different in memory stat holder now I can see my machine :)",0,0,1
"Hey guys, I got this error "" The pipe 'async' could not be found "" i tried everything, i check that i have the common module imported, any ideia when this error happen besides the missing common module? thanks in advance!",1,1,1
"Hello guys, I have upgraded my project from Angular 5 to Angular 10. I am getting this error `Angular JIT compilation failed: '@angular/compiler' not loaded!` @ViewChild('element') will it give me above error. Angular JIT compilation failed error??",1,1,1
"hello, Im having some issues with numeric keyboard in ios I can not make senKeys work",1,1,1
hi all.. can somebody please clarify why typecheck doesnt work when key is dynamic? but if I do items.key it all works any ideas?,1,1,1
"Hi, looking to scale my existing compose file across multiple hosts using swarm. Any examples I could follow?",0,0,1
Can anyone help me how can I use Google maps API in my node project?,0,0,1
"Hi everyone, I am using Word2VecSentimentRNN.javain order to make a sentiment analysis but using my dataset and in a non English language, the number of files are the same as this example 25k for positive reviews and 25k for negative, the only difference is that i do not have any imdbEr.txt and imdb.vocab files in my dataset.the problem is that i am getting bad scores in each iteration , do you think that the problem is with my data or with imdbEr.txt and imdb.vocab that i do not have it? or something else is wrong? here is the result of running the real example's scores are so high those are about 0.8611484060813637 more or less.can you please tell me1- why it is killing the iteration?2- do i need to make my vocab files like there exist in the example?Can anyone help me?",0,0,1
"Hi all! Can someone help me - i`m trying to remove elements from ngFor list, and want them immediately removed from my list (after i sent http request to server). But i cannot achieve that even when i fetch new list afetr removing an element from it.",0,0,1
"Hello Everyone, I am kind of new to appium. I am automating a mobile web app. I am currently stuck with changing date from a date picker. The appium does not seem to recognise this date picker element . how do i get my driver recognize the date picker element.? any help with be great btw this is for android",0,0,1
stupid question. How do i get the current execution directory. Everything I have used only returns program files\\node\\â€¦,0,0,1
"Hi everyone, I've got an interceptor that cancel all pending requests when the user changes to other page. All seems ok, but I've got some problems with the translations. That interceptor cancel translations requests too and the translations don't appear. Does anyone know how to tell the interceptor not to act on the first page or when it calls for translations?",0,0,1
"hi there, would someone know why typeguards and conditional types don't work here? i would expect that when!pred(val),valwould beExclude<T, U>, because the type guard saysval is U",0,1,0
Hi guys. Any idea why creating the layers takes way too much time? Even the WORKDIR command takes around 60 seconds to finish. Is it because my build context is 282MB?,1,1,1
need one help on unit test [code]. how to cover if statement in jasmine,0,0,1
"Guys, I have a conceptual question in the working of the training. So few days back I asked and was told that if a DataSetIterator iterates over the entire dataset in each .next() then the number of epochs and number of iterations are essentially the same. My question is, I assume the possibility of iterating over smaller portions of the data set must have provided some use case (better results?) can some one who has more information on this please coment?@AlexDBlack@raver119?Also if I call train with a datasetIterator that has a batch size of imagine total/10 (can provide 10 batches) and have defined number of iterations as 5, the fit() method will iterate 5 times over each batch? so in total of 10 batches * 5 iterations ? or am I all worng",0,0,1
"My function receives an unknown and test it with if. But from there how do I access any potential properties? does not let me access foo, either input.foo or input[""foo""].",0,0,1
Are there any current works or talks about implementing backdoors for Appium using XCUITest and/or UIAutomator2?,0,0,1
I have angular running from a .Net Core server. The server won't even load the app (by design) until the user has an access token. What's the best way for the angular app to get that access token and user information?,0,0,1
What is the proper way to check that if collection exist then only drop using mongoose,0,0,1
Hi. i m newbe.. Appium is not supported python 3.x?,1,1,1
"Hello guys, good morning :) I want to create tuple type in which last parameter is different than all others... sth like [...string[], () => any]. I can't find any good examples for that, do you have any idea is it possible? I see@sam-s4sasked for the same",0,0,1
"Can we compare two formgroup values? [code] but if I will compare like this every time its showing true, even though there is not change in formvalue. okay",0,0,1
"Hi, I am create a Angular Project with Django REST Framework API, my have organization properties, But I want to fetch the organization to be dynamic display **org_logo** and **org_name** on Sidebar when client click view their **Organization detail**, I have two components unrelated between organization detail component and sidebar component. How to fetch Organization data to display both detail and sidebar components at the same time?",0,0,1
I followed the steps for running the example files but it seems that it is not able to download the required files. I am getting around 100 file not found errors. Any idea to resolve this problem?,1,1,1
"is there documentation for the dl4j-cli somewhere? The getting started guide just tells me how to install it, but I can't find figure out how to use it",0,0,1
"Hi everyone, I am trying to implement a custom input and I get this error: ""NG0201: No provider for DefaultValueAccessor found in. this is how is my component: [code]. any idea?",0,0,1
does anyone know how to handle an assertion/expect error to ensure that the subsequent test case continue to run? im using APPIUM-WEBDRIVERIO-MOCHA-CHAI,0,0,1
"what's purpose of `loadChildren` and `children` ? and how to lazy load child routes. Can you help me ? One example, if I have `investor` feature module, and in that feature module I will have 10 different pages",0,0,1
Hi all. I'm trying to setup a compose file for wordpress/mysql and keep getting the error timcharper: the wordpress docs states-e WORDPRESS_DB_HOST=... (defaults to the IP and port of the linked mysql container)as far asMYSQL_PORT_3306_TCPI did not see any documentation on either image,0,0,1
"Hi We just published a library- , Now when i am trying to install that version- NPM is giving me error that the version is not found. any specific reason ?",0,0,1
"hello, I wan to download my eth transactions records. But when I click ""[ Download CSV Export "" and go to the download page. It says ""Setting: Export the earliest 2000 records starting from XXX"". So if I have more than 2000 transactions on one day. I can only download the earliest 2000. I can't download the whole? Is there any place to change the setting? Pls help me. Thank you.",0,0,1
hi..can anyone help me to resolve dis error. i getting dis error when ever i run my script for android application,1,1,1
"folks, are you tried webdriver latest months? I can't even reproduce the original manual examples with latest Firefox.",1,1,1
Hi all! I am new to Angular. I have used routerLinkActive for all nav links to turn active when clicked Do you have any idea how to make my landing page nav-link active? Like adding class based on url??,0,0,1
"hi all. I'm exploring micro-frontend architectures and focusing on webpack 5's module federation (especially with Angular 12)...I have a good feel for what's what but I'm struggling with the issue of CORS. If various apps, modules, and components are built on different sub/domains (different origins), how can these 'remotes' be assembled within a 'host'/shell without running into CORS restrictions? I don't see any reference to this in webpack docs at least from/a module federation perspective. Thoughts?",0,0,1
I have a guestion: has anyone ever thought of making the ethereum blockchain available via p2p ? As far as I know you have to be connected to the internet and connect to a ethereum node but in my opinion we shouldnt take this for granted,0,0,1
"I am not able to use setValue function in uiautomator2 but only if I use setValue for setting the PIN in the app, it works if I use sendkeys it is not proceeding to next page can somebody help on using uiautomator2",1,0,0
I restarted the docker container.......the container started and exited so quick why is that happening?,1,1,1
I'm getting an error when trying to use a docker-compose file...:ERROR: for mongo Cannot create container for service mongo: invalid volume specification. Anyone have any ideas (the windows path is valid) (using the official mongodb dockerfile),0,0,1
Is there a way to get the specific type of an instance from a constructor/class type? keithlayne: I've been using it and it works quite well. Sometimes the built in eslint rules don't work for TypeScript but they've been slowly cleaning those up I don't use React unfortunately The fix on save thing is just how eslint works for some reason I'm guessing it's a bug in the ESLint plugin for VSCode Seems likeInstanceType< typeof specificThing>only gives the generic type :(,0,0,1
"There's a 404 anchor on the page: if it's not the correct url, can anyone point me to the right one?",1,1,1
"I am to migrate an app from @angular/material to tailwindcss. We want to go for an approach where both are installed. From my first look, there does not seem to have conflicts, but has anybody here tried to do the same and saw any issues ?",0,0,1
"Hi; Is anyone here using mongodb/mongoose?I've got a problem with weighted indexes; Yet when performing search with PS. My model: Nevermind, it's early in the morning and I'm storingidentificator testincontent, notidentificator",1,1,1
"Hi Guys. Have you ever faced this issue, while running tests? I upgrade angular to v12. ""DEPRECATED: DI is instantiating a token ""MockLocationStrategy"" that inherits its @Injectable decorator but does not provide one itself""",1,1,1
Hello. I have rnn model with inputs > outputs. Is it possible to predict multiple time steps? If i understood from examples its usually done with iterating predictions over previous predictions but if the number of inputs doesn't match outputs then I can't use output in prediction right? :),0,0,1
"Hello, This is first message to you. I wanted to about the below issue. I can not run the device because this error message is showing",1,0,0
Why can't I download the much dependencies from the repository ? Central or mirrored repository,1,1,1
"Hi all; i would like to share an observation, and dependign on your input, i could file an issue.",0,0,1
"Hey there, can anyone help me with an cron issue. I have a PHP container in which I need to run cron (for wordpress, because the wordpress cron is not running) I created a cron with supervisord and the service is running in the container but the crontab (which is also available in the container) is never starting or running in the dockerfile: cron tab file in the container: and the supervisor d: and the /tmp/test is never created its weird",0,0,1
hey guys may I ask a question? what do you mean when you say that dl4j is not made for research?,1,1,1
How to launch IOS 10 native apps using appium 1.6.3 any specific capabilities?,0,0,1
Is it possible to wildcard export everything from a directory? I currently have an index.tsx with export { Foo } from './Foo'; export { Bar } from './Bar'; and so on I mean automatically export everything So that I don't have to add the module each time but is there a way of exporting them all at once? like a wildcard export Well that's for a single file and not for a whole directory,0,0,1
"Type of info here is any. Do any1 know if there's some way to get proper type inference with this syntax? NaridaL: I have created a proper index signature. but when destructuring, the destructured data is of type any instead of string. So I'm thinking the type inference isn't working properly with dynamic keys when destructruring",0,0,1
"Hi guys, I'm actually looking for some help from Currently I have started working on a new company and just realized that the project's code has so many bad practices, I have just seen that they are using Async ngOnInit() Does anyone of you have some reference that this is a bad practice so I can let them know that this is a bad practice ?",0,0,1
"I have a docker question:Context: At work, we manage a whole lot of kiosks computers in our client locations. These kiosks are running docker containers with our software using docker-compose.The problem: In some situations, it is necessary to reset the system by usingdocker-compose downanddocker-compose up -d. But that requires sshing to the computer and doing the commands by hand, and some clients don't even have ssh enabled. The numbers of kiosks we are managing are increasing each week and this kind of manual work is becoming too much.",0,0,1
"If I want to add two layers with parameters that define them, but I'm looking to save code not re-use weights, is there anything wrong with defining a single instance of the class and passing it to .addLayer multiple times?",0,0,1
hi. i transferred 0.2 eth to my account 5 hours ago and i still don't see anything on my wallet or etherscan. how long do i need to wait?,1,1,1
how can I know if an update comes with schematics/upgrades/migrations? I don't see anything happening for core/cli/material when updating and I don't see any information anywhere about if they're provided or not. For instance I know that material has changed the import/use SCSS theming but I don't see any migration happening when I install it.... so does it come with one or should I be doing it manually?,0,0,1
"Is there a way to have npm install only install the declared dependencies in my package.json file, nothing else? I know this doesnt seem very usable, but I have weird usecase.",0,0,1
"Is it possible to use the shift key code for iOS simulator? I need to highlight some text, so on desktop I click in the field and use the SHIFT and arrow keys. On iOS it enters emojis when I do that. oh, I am thinking there is no way after some googling.. well with the shift and arrow keys anyway I take that back. I see some backspace keys being pressed in the xcuitest driver tests, so I am not sure why it doesn't work for me.",0,0,1
"does the chain structure have to be downloaded first before I can see my ethers? im on 90000 now, is it the same number as the blocks? so 4.2 mil now",0,1,0
"I am talking about data manipulation. What I am expecting is getting the correct data from the backend. You can do that by assigning properties right. THen we do not need to use for loop 4 times to assign the data to new array or models. This is a partial code of data manipulation on the client side after the async is finished [code]. this this a lot.. and do the calculation of total by using += // -=.. Single reponsibility, single unit of work. Calculation is done by in the class properties but on the client side, it's doing the same thing. it's against a lot of existing principles such as single reponsibility. If you change the backend you must come to the front end to add the data. that's the flow of how the store works to have a nice effect on the UI. We have an interface or typed model to define which model to show on the UI. But that ugly code has no model at all. dynamically assign it, then you should go to another place to add the field again.",0,0,1
"I am trying to use hexchat, but I keep getting: No ping reply for 79 seconds, disconnecting. is that something I have to disable on hexchat? using ""/set net_ping_timeout 0"" seems to work",0,0,1
Hi Folks - im trying to figure out why my dockerhub is showing all my tags as being updated - im building using the following ci script,0,0,1
"I've cloned the TypeScript repo... Can, please one point me were to start to understand how that code is structured so I can contribute? Also, were can I find the changes that have been accepted to be implemented, to work on... Or I should just work on anything I want and submit?Thanks,happy2018,Somehow young with versioning and open project contribution.",0,0,1
"Hi All, Cannot find the module 'adm-zip'.., While executing the gulp command getting this error Can anyone please help to resole this",1,1,1
is there a way to write a function like this: [code],0,0,1
"Hello, Alex. I want to build character2vec using word2vec in my source. how could i do that? Please, advice to me about that.",0,0,1
"Does anyone know whether the following is intended behavior and, if yes, what the rationale is? The closest thing I could find is a that suggests that it should work.. maybe.",0,0,1
"I'm looking for a computer game that:is written in Java. has a nice BOT-ing API (get health, weapon info, visible world, ...)==> basically something that would be fun to test ND4J deep reinforcement learning algorithms onAny suggestions ? agibsonccc: : is complete bindings? I thought this was work in progress",0,0,1
"How would I augment the global type to addchai.assertso all of my tests can just callassert('foo')? In pure js, I can just sayglobal.assert = chai.assert;in a bootstrap file; that doesn't seem to work for typescript. I've tried creating aglobals.d.tswithimport * as chai from 'chai';",0,0,1
is it possible not to display my full name?,0,0,1
Hi i have pulled an new postgres on the already exisiting one and when i tired to start the new postgerss docker deamon is giving error. Error response from daemon: Cannot start container postgres: Error getting container from driver aufs: error creating aufs mount to: invalid argument can any one help me with this ?,0,1,0
"any hints how or why appium would kill itself over sqlite? Test was running last night which crawshed horribly now appium throws this error when run from the command line Error: Cannot find module. the error is correct, for some reason I have node-v48-darwin-x64 instead but appium was running breifly before hand now this error is thrown immediately when running appium from the terminal I shall give that a go aniket-21: strangly, there were no node processes running - rebooted too and still no luckHave rolled back to appium 1.6.0 and appear to be up and running again",1,1,1
Hi can I ask you what can I read/watch to understand back-end development ? preferably with node because I know some JS already djm204: I don't like it,0,0,1
"i get the following error even though the app is in this location and i have installed it on the emulator too. Any idea why this is happening? ERROR: An unknown server-side error occurred while processing the command. Original error: The application at debug.apk does not exist or is not accessible im using UIAutomator2 Hi, is there a clear documentation on how i can verify toast messages on android using UIAutomator2? i've been trying to verify toast messages on my tests, but dont seem to find a clear approach to it",0,0,1
"Hi Guys what is difference between webelement.click(); and driver.tap(1, webelement, 1);",1,1,1
"I have xml with href to xsl from backend , how can i display this in browser [code]. window.document.write just shows text without styling",0,0,1
"hiya folks. is there a reason dark mode for the android app does not extend to the actual chat? MadLittleMods: submitted so, whenever i get a notification, i get a system message that ""Gitter has stopped"" is that a feature",1,1,1
"Hello. When you lazy load a module, if that module has some service with provide in root, is it possible to allow that service to get the values provided in the lazy loaded module? I made an example project to illustrate the issue [link]",0,0,1
"Hi guys, been banging my head on a issue for a couple of days now: in electron (in the nodejs process, thus asking here) using child_process.fork works fine in linux and mac, but exits with the following error on Windows: both with the detached option on or off",1,1,1
"Hey !I'm having an issue, no internet inside the container :(",1,1,1
"Above is my code when the app is logged in successfully on the when the loop runs on third time im getting An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information) Instead of showing logged in successfully Can some one help where did i missed something? app is successfully logged in but im getting this error message.."" An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information)""",1,1,1
"Hey there, can anyone give me a pointer as to how Typescript works behind the scenes? How does it work with ASTs ?",0,0,1
"hello i have never worked on a production site i am hosting my nodejs server on a google's compute engine and for some reason it keeps going down, i check the logs and there is no error another-guy: i am manually logging eg. db errors, variables where its convenient to me reesmanp: i think is the reason because i can see the aborted connection errors in my cloud sql logs",0,0,1
"Small question guys. To be able to run appium test on real iPhone, we need to sign app with developer account and it should be build in developer mode ? or we can use ""production"" build ipa for that ?",0,0,1
"Does anyone know, how to refresh(?) component? I need to dynamically set component's parameters (without restart) i've found smth like:",0,0,1
"hi.. I am facing a problem ..... whenever I try to run geth command it gives the following error. I have researched about the error and it says that program is trying to fetch the location that does not exist error is Exception, signal arrived during external code execution Please help me with this",0,0,1
I have some issues with docker on OSX. all my containers go into timeout state like every 30 mins. so I have to docker-machine restart container. Any idea how to debug whats going wrong with my env? Thx,0,0,1
"Hello! a brief question on RNN. If I submit the entire timeserie on ComputationGraph.output method, do I get the values for all steps or just the last one? Thank you very much!",1,0,0
"Could someone give me an example on stackblitz (or any other platform) how I can make source maps of a compiled angular library work in the consumer application? I enabled sourceMap's vendor property to true, but still no luck. I can see that ng packagr generates the source maps, but so far, in the consumer application, chrome's devtools cannot find it",0,0,1
"hey, I am looking for some advice on how I can achieve this: SalathielGenese: alright :) SalathielGenese: what I am looking for is for ""a"" and ""b"" to show there:",0,0,1
Greetings. I wanted to know if the Gitter desktop app for Windows is 32-bit or 64-bit. I'd like to install it toProgram Filesinstead ofAppData I'm not sure whether it belongs inProgram FilesorProgram Files (x86),0,0,1
"Hello. Is there any way to create multiple components with one line ? [code] instead of my-page, I would like to create my-page, my-page1, my-page2, etc...",0,0,1
"Would it be possible to extend angular's build system with a webpack plugin that will transform a component's template _before_ angular processes it? Contrived example, given the following component template: [code]. I want to pre-process the template to remove the div `div[removeMe]` at _compile time_, before angular actually compiles the template. Again, that is a simple, contrived example that can be emulated with directives, etc; but what I am trying to do _must_ be done at compile time, and I want to do more complex transforms than just removing a div. Does anyone have any suggestions, resources, etc that might help me on the path to figuring this out?",0,0,1
"before update to appium 1.7, I am using the following to set process Arguments; but now 1.7 having error said process arguments be in json format. Can someone help me how to convert it. Appreciate for your help",0,0,1
